animal,path,size_kb
lion,./data/animals/animals/lion/49e03e97bf.jpg,252.06
lion,./data/animals/animals/lion/05d42c9bd8.jpg,137.17
lion,./data/animals/animals/lion/326ccde052.jpg,271.88
pelecaniformes,./data/animals/animals/pelecaniformes/79e8c07e72.jpg,19.19
pelecaniformes,./data/animals/animals/pelecaniformes/4bf98be411.jpg,107.27
pelecaniformes,./data/animals/animals/pelecaniformes/70b7b8492a.jpg,160.03
pelecaniformes,./data/animals/animals/pelecaniformes/8a79ddb17d.jpg,7.03
pelecaniformes,./data/animals/animals/pelecaniformes/5baebd41c0.jpg,25.21
pelecaniformes,./data/animals/animals/pelecaniformes/050c6a029e.jpg,16.22
pelecaniformes,./data/animals/animals/pelecaniformes/9f9d0e6597.jpg,13.25
pelecaniformes,./data/animals/animals/pelecaniformes/10bab790e6.jpg,9.86
pelecaniformes,./data/animals/animals/pelecaniformes/1d976fe005.jpg,16.04
pelecaniformes,./data/animals/animals/pelecaniformes/0c2cd57e3d.jpg,151.33
pelecaniformes,./data/animals/animals/pelecaniformes/30c2d57d5b.jpg,8.69
pelecaniformes,./data/animals/animals/pelecaniformes/4ab93b7296.jpg,19.94
pelecaniformes,./data/animals/animals/pelecaniformes/7ad0035fda.jpg,20.18
pelecaniformes,./data/animals/animals/pelecaniformes/6e02ea1b65.jpg,13.46
pelecaniformes,./data/animals/animals/pelecaniformes/20eaa03e8a.jpg,29.29
pelecaniformes,./data/animals/animals/pelecaniformes/60a11377bd.jpg,56.01
pelecaniformes,./data/animals/animals/pelecaniformes/6a4b5acd35.jpg,109.6
pelecaniformes,./data/animals/animals/pelecaniformes/6cd2c2ad12.jpg,70.66
pelecaniformes,./data/animals/animals/pelecaniformes/5e0ff30e62.jpg,8.24
pelecaniformes,./data/animals/animals/pelecaniformes/265b628553.jpg,120.68
pelecaniformes,./data/animals/animals/pelecaniformes/9fa3a7b469.jpg,310.29
pelecaniformes,./data/animals/animals/pelecaniformes/6da5094e7e.jpg,8.05
pelecaniformes,./data/animals/animals/pelecaniformes/6dc3195cff.jpg,29.84
pelecaniformes,./data/animals/animals/pelecaniformes/0be20469c7.jpg,21.71
pelecaniformes,./data/animals/animals/pelecaniformes/16c040e85f.jpg,13.09
penguin,./data/animals/animals/penguin/66dd208475.jpg,119.22
penguin,./data/animals/animals/penguin/1f2cddb8ad.jpg,1511.74
penguin,./data/animals/animals/penguin/62d0684ef7.jpg,154.05
penguin,./data/animals/animals/penguin/2defe423b8.jpg,10.22
penguin,./data/animals/animals/penguin/6e117d5c9d.jpg,16.47
penguin,./data/animals/animals/penguin/37ac2d17bd.jpg,87.1
penguin,./data/animals/animals/penguin/2dd4ca6b7e.jpg,12.02
penguin,./data/animals/animals/penguin/24a39dd3f5.jpg,165.17
penguin,./data/animals/animals/penguin/3a341e64eb.jpg,195.3
penguin,./data/animals/animals/penguin/4e07a672a6.jpg,16.91
penguin,./data/animals/animals/penguin/64ce786719.jpg,580.03
penguin,./data/animals/animals/penguin/53adf9b173.jpg,13.22
penguin,./data/animals/animals/penguin/75ef1a2552.jpg,6.68
penguin,./data/animals/animals/penguin/7a4c8ba397.jpg,76.04
penguin,./data/animals/animals/penguin/69ea30bf8a.jpg,7.48
penguin,./data/animals/animals/penguin/7c99b5a89d.jpg,279.82
penguin,./data/animals/animals/penguin/4df00a0c34.jpg,142.57
penguin,./data/animals/animals/penguin/0b25c7551c.jpg,18.35
penguin,./data/animals/animals/penguin/0b2adf35e0.jpg,10.87
penguin,./data/animals/animals/penguin/8b0ab29ed1.jpg,6.71
penguin,./data/animals/animals/penguin/55b7ad48b2.jpg,31.93
penguin,./data/animals/animals/penguin/233f09788d.jpg,672.95
penguin,./data/animals/animals/penguin/93c2a11901.jpg,107.74
penguin,./data/animals/animals/penguin/20c1a0b5dc.jpg,13.72
penguin,./data/animals/animals/penguin/3cc3579c05.jpg,15.68
seahorse,./data/animals/animals/seahorse/1ef4eeecc7.jpg,18.66
seahorse,./data/animals/animals/seahorse/2cd0c57bad.jpg,68.33
seahorse,./data/animals/animals/seahorse/4d2d55f4b4.jpg,5.71
seahorse,./data/animals/animals/seahorse/0bae7d6a26.jpg,38.94
seahorse,./data/animals/animals/seahorse/1d8cf55abe.jpg,9.36
seahorse,./data/animals/animals/seahorse/26cd18c9c8.jpg,135.31
seahorse,./data/animals/animals/seahorse/52e14761a3.jpg,52.36
seahorse,./data/animals/animals/seahorse/1e69a21b7a.jpg,10.19
seahorse,./data/animals/animals/seahorse/09e3962314.jpg,7.86
seahorse,./data/animals/animals/seahorse/2fbb2c1cf2.jpg,9.51
seahorse,./data/animals/animals/seahorse/2bf1ec635e.jpg,10.12
seahorse,./data/animals/animals/seahorse/1d808e393e.jpg,11.92
seahorse,./data/animals/animals/seahorse/75b5980a34.jpg,52.93
seahorse,./data/animals/animals/seahorse/2c41217dae.jpg,19.87
seahorse,./data/animals/animals/seahorse/6e4584ee10.jpg,8.81
seahorse,./data/animals/animals/seahorse/356affe534.jpg,13.23
seahorse,./data/animals/animals/seahorse/3a33409140.jpg,103.39
seahorse,./data/animals/animals/seahorse/014ba3288f.jpg,9.67
seahorse,./data/animals/animals/seahorse/1e50b6c7eb.jpg,10.99
seahorse,./data/animals/animals/seahorse/272c945c0f.jpg,45.08
seahorse,./data/animals/animals/seahorse/9ff6ef2f12.jpg,7.24
seahorse,./data/animals/animals/seahorse/4b30bbbdba.jpg,9.29
seahorse,./data/animals/animals/seahorse/81fc660d0f.jpg,5.65
seahorse,./data/animals/animals/seahorse/5ed7e5d71c.jpg,9.5
seahorse,./data/animals/animals/seahorse/0a49b5e17d.jpg,7.64
kangaroo,./data/animals/animals/kangaroo/152d621919.jpg,78.54
kangaroo,./data/animals/animals/kangaroo/301d649169.jpg,511.15
kangaroo,./data/animals/animals/kangaroo/16b501e949.jpg,146.69
kangaroo,./data/animals/animals/kangaroo/3ecb8f5738.jpg,14.96
kangaroo,./data/animals/animals/kangaroo/811ff40c85.jpg,203.96
kangaroo,./data/animals/animals/kangaroo/4cc6403549.jpg,10.38
kangaroo,./data/animals/animals/kangaroo/6ea7a4d5b0.jpg,12.27
kangaroo,./data/animals/animals/kangaroo/1c756e14f2.jpg,205.28
kangaroo,./data/animals/animals/kangaroo/1a14d17c20.jpg,180.3
kangaroo,./data/animals/animals/kangaroo/1936e5e033.jpg,12.34
kangaroo,./data/animals/animals/kangaroo/590af7099b.jpg,1617.89
kangaroo,./data/animals/animals/kangaroo/0587be3d72.jpg,338.73
kangaroo,./data/animals/animals/kangaroo/0009fc27d9.jpg,15.03
kangaroo,./data/animals/animals/kangaroo/5f0ae1cf9a.jpg,9.69
kangaroo,./data/animals/animals/kangaroo/49f5684328.jpg,483.47
kangaroo,./data/animals/animals/kangaroo/91de0c82cf.jpg,115.51
kangaroo,./data/animals/animals/kangaroo/76faa056f8.jpg,14.35
kangaroo,./data/animals/animals/kangaroo/7a6544f486.jpg,10.9
kangaroo,./data/animals/animals/kangaroo/1770d78476.jpg,303.12
kangaroo,./data/animals/animals/kangaroo/8b458653a3.jpg,299.96
kangaroo,./data/animals/animals/kangaroo/7cc3b69b2f.jpg,272.01
kangaroo,./data/animals/animals/kangaroo/2471d5ccdb.jpg,9.16
kangaroo,./data/animals/animals/kangaroo/9ca549a19b.jpg,12.43
kangaroo,./data/animals/animals/kangaroo/4cc76c465f.jpg,9.4
kangaroo,./data/animals/animals/kangaroo/84b01c06dc.jpg,12.04
cat,./data/animals/animals/cat/730d6a8791.jpg,329.12
cat,./data/animals/animals/cat/9d21019336.jpg,10.83
cat,./data/animals/animals/cat/354bb2acdf.jpg,81.55
cat,./data/animals/animals/cat/71756f7bd0.jpg,425.83
cat,./data/animals/animals/cat/0b54dde5f5.jpg,299.3
cat,./data/animals/animals/cat/9e020b77ac.jpg,8.46
cat,./data/animals/animals/cat/029c926ce9.jpg,4.67
cat,./data/animals/animals/cat/72c56919f9.jpg,54.04
cat,./data/animals/animals/cat/087d293433.jpg,9.8
cat,./data/animals/animals/cat/2a40de8365.jpg,93.41
cat,./data/animals/animals/cat/6fe978c917.jpg,18.16
cat,./data/animals/animals/cat/6a5e9eac29.jpg,32.29
cat,./data/animals/animals/cat/67dc417509.jpg,6.27
cat,./data/animals/animals/cat/31ae8d36b6.jpg,117.86
cat,./data/animals/animals/cat/4815f8dfaa.jpg,122.81
cat,./data/animals/animals/cat/057e6db146.jpg,7.54
cat,./data/animals/animals/cat/612c521481.jpg,7.14
cat,./data/animals/animals/cat/5a5cdbdc6b.jpg,70.91
cat,./data/animals/animals/cat/0cfaf08fce.jpg,9.71
cat,./data/animals/animals/cat/3f3a2aaef2.jpg,14.01
cat,./data/animals/animals/cat/83e8a824a2.jpg,166.03
cat,./data/animals/animals/cat/124eecb74f.jpg,28.85
cat,./data/animals/animals/cat/78359cbe21.jpg,6.08
cat,./data/animals/animals/cat/00357563a7.jpg,95.27
cat,./data/animals/animals/cat/34fb30ecc5.jpg,8.95
elephant,./data/animals/animals/elephant/31c31736c6.jpg,15.12
elephant,./data/animals/animals/elephant/23b99fb3bf.jpg,13.7
elephant,./data/animals/animals/elephant/43b74457d1.jpg,195.06
elephant,./data/animals/animals/elephant/70c11aab2e.jpg,115.15
elephant,./data/animals/animals/elephant/66ca05ab12.jpg,21.34
elephant,./data/animals/animals/elephant/6d8a9a8f8f.jpg,14.03
elephant,./data/animals/animals/elephant/9f23f879e5.jpg,167.87
elephant,./data/animals/animals/elephant/0c57e72045.jpg,280.32
elephant,./data/animals/animals/elephant/0f3f8d6a15.jpg,13.45
elephant,./data/animals/animals/elephant/4a291fe31f.jpg,497.35
elephant,./data/animals/animals/elephant/3c9d9b5adf.jpg,185.42
elephant,./data/animals/animals/elephant/8c2d171b9d.jpg,317.1
elephant,./data/animals/animals/elephant/6c28066ea3.jpg,11.9
elephant,./data/animals/animals/elephant/6faa7275fd.jpg,20.01
elephant,./data/animals/animals/elephant/27f0f7f555.jpg,18.62
elephant,./data/animals/animals/elephant/0e81eb0721.jpg,18.0
elephant,./data/animals/animals/elephant/4f76a2f076.jpg,522.95
elephant,./data/animals/animals/elephant/4f7dce13d9.jpg,95.85
elephant,./data/animals/animals/elephant/6ecfd5e88c.jpg,251.31
elephant,./data/animals/animals/elephant/12b9c94601.jpg,797.79
elephant,./data/animals/animals/elephant/10ee8625c0.jpg,100.42
elephant,./data/animals/animals/elephant/24dd5cb3a6.jpg,17.88
elephant,./data/animals/animals/elephant/7ff62f898d.jpg,2066.51
elephant,./data/animals/animals/elephant/3e526579ed.jpg,16.55
elephant,./data/animals/animals/elephant/8d9950ed68.jpg,16.82
